quart,quarter,time,aus.idn,aut.idn,bel.idn,can.idn,deu.idn,dnk.idn,esp.idn,fin.idn,fra.idn,gbr.idn,grc.idn,ita.idn,jpn.idn,nld.idn,prt.idn,swe.idn,usa.idn,aus.id,aut.id,bel.id,can.id,deu.id,dnk.id,esp.id,fin.id,fra.id,gbr.id,grc.id,ita.id,jpn.id,nld.id,prt.id,swe.id,usa.id,aus.b.gdp,aut.b.gdp,bel.b.gdp,can.b.gdp,deu.b.gdp,dnk.b.gdp,esp.b.gdp,fin.b.gdp,fra.b.gdp,gbr.b.gdp,grc.b.gdp,ita.b.gdp,jpn.b.gdp,nld.b.gdp,prt.b.gdp,swe.b.gdp,usa.b.gdp,aus.gr.gdpv,aut.gr.gdpv,bel.gr.gdpv,can.gr.gdpv,deu.gr.gdpv,dnk.gr.gdpv,esp.gr.gdpv,fin.gr.gdpv,fra.gr.gdpv,gbr.gr.gdpv,grc.gr.gdpv,ita.gr.gdpv,jpn.gr.gdpv,nld.gr.gdpv,prt.gr.gdpv,swe.gr.gdpv,usa.gr.gdpv,aus.fsi,aut.fsi,bel.fsi,can.fsi,deu.fsi,dnk.fsi,esp.fsi,fin.fsi,fra.fsi,gbr.fsi,grc.fsi,ita.fsi,jpn.fsi,nld.fsi,prt.fsi,swe.fsi,usa.fsi,aus.gr.lf,aut.gr.lf,bel.gr.lf,can.gr.lf,deu.gr.lf,dnk.gr.lf,esp.gr.lf,fin.gr.lf,fra.gr.lf,gbr.gr.lf,grc.gr.lf,ita.gr.lf,jpn.gr.lf,nld.gr.lf,prt.gr.lf,swe.gr.lf,usa.gr.lf
2004.5,2,94,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,aus,aut,bel,can,deu,dnk,esp,fin,fra,gbr,grc,ita,jpn,nld,prt,swe,usa,0.199754,36.60835448,85.12612702,41.179585,45.00586529,16.20984486,35.30691636,-41.96400599,44.11835653,21.96554428,84.05741098,91.24144129,79.78713,36.60171272,44.32289831,-1.149908818,45.80745,0.669878321,0.957431669,0.900115431,1.190200771,0.323721921,0.290051707,0.469195467,1.565246505,0.721426363,0.437815186,1.118113295,0.247795864,-0.063774047,0.51038713,0.843077002,0.745932004,0.765069893,-1.2502,4.0604,-1.8953,-2.5998,-4.147733333,-1.8017,-2.968966667,-0.6274,-3.8908,-2.553833333,-0.908233333,-2.807933333,-1.786933333,-3.7148,0.214333333,-3.074,-3.9895,0.398412347,1.44927611,-0.454303092,0.375002188,0.508078461,0.649642643,0.895652311,0.333107054,-0.949781273,0.04354963,0.563204005,0.144494944,-0.1002446,0.475277158,0.286912038,0.00427716,0.199775025
2004.75,3,95,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,aus,aut,bel,can,deu,dnk,esp,fin,fra,gbr,grc,ita,jpn,nld,prt,swe,usa,-0.244148,37.00832437,83.38990341,40.109861,46.20462361,15.59475953,34.45486351,-44.04125596,44.46475237,22.56242951,84.67896675,91.30241206,81.050949,36.89940774,46.43279325,-1.871823446,46.225843,0.709538087,0.646088027,0.789854808,1.19629341,-0.171414859,0.412514447,1.326032429,0.854348662,0.385732881,0.082598807,0.374874433,0.343294663,0.162882689,0.411929455,-0.48983287,0.747257378,0.877416908,-1.149533333,-2.722866667,-1.932566667,-2.0908,-1.968566667,-1.321633333,-2.951766667,-1.7243,-3.544866667,-2.0885,-0.1552,-2.845533333,-1.274166667,-3.302933333,0.497533333,-3.9838,-3.1696,0.452179831,0.895560817,1.180697775,0.040237382,1.466810321,0.790450562,0.910176494,0.345934221,0.334144226,0.02009108,0.062227754,0.032246521,0.115397119,0.115731583,0.421922433,0.180338737,0.293627867
2005,4,96,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,aus,aut,bel,can,deu,dnk,esp,fin,fra,gbr,grc,ita,jpn,nld,prt,swe,usa,-0.673726,37.56860298,82.40897401,38.973765,47.42666107,14.47735271,33.71953705,-45.75992891,44.66344884,23.16363436,84.61145987,91.09948222,82.406208,37.10373805,46.65239619,-2.705975157,46.67696,0.832005428,0.299280391,0.222179289,0.608910328,0.030296815,1.155016165,0.41279306,1.609784,0.797657991,0.671268032,1.119059647,-0.174669678,-0.246220755,0.272754928,-0.30215703,0.73478661,0.843756778,-0.625733333,-2.910333333,-2.295566667,-0.9708,-1.246933333,0.4788,-0.8463,-2.599466667,-3.226266667,-1.191533333,-1.531433333,-0.6976,-0.934866667,-3.008766667,-0.202833333,-4.8416,-2.722,0.815351226,0.414428935,0.008791001,0.483237291,1.576283907,-1.043466534,0.876447711,-0.078464013,1.037775457,0.575828591,0.228026534,0.268962613,-0.400921121,-0.250772272,0.426951857,-0.218437602,0.30338581
2005.25,1,97,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,aus,aut,bel,can,deu,dnk,esp,fin,fra,gbr,grc,ita,jpn,nld,prt,swe,usa,-1.088715,37.47654452,84.22910034,37.830341,47.97569599,13.90159896,32.63810433,-48.99473838,44.17453069,23.58982383,85.45251594,92.06446876,82.536626,36.52118095,47.53704404,-3.752001838,47.378446,0.724173306,0.533215184,0.302409639,0.371886092,-0.126194861,-1.314609629,0.973288209,0.15011795,0.175436534,0.754949001,-0.65946402,0.133199129,0.2242254,0.281001848,0.67853638,0.553201705,1.093370233,0.040433333,-1.421366667,-0.659566667,0.0197,1.283833333,0.427266667,0.256266667,-2.416533333,-2.146066667,-0.974433333,-0.6246,-0.110833333,-2.258366667,-2.220566667,-0.935233333,-4.6039,-1.0745,1.10588944,0.345694129,0.654850638,-0.025716391,1.278443344,0.109165359,0.62104637,0.604801303,-0.68521589,0.319552626,-0.12409514,0.031789573,0.206298681,0.719775345,-0.170272013,0.162587712,0.173417504
2005.5,2,98,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,aus,aut,bel,can,deu,dnk,esp,fin,fra,gbr,grc,ita,jpn,nld,prt,swe,usa,-1.487918,37.36603049,82.89397203,37.896886,48.50690978,12.45759086,31.41459769,-52.19578651,43.72826456,24.01757156,84.15426488,91.77592893,82.405886,35.72295215,47.27742185,-4.861861525,46.217151,0.74191367,0.908354975,0.408403503,0.719796122,0.647050883,3.890358987,1.04089625,0.008029979,0.273492796,1.303528835,0.717077643,0.780142738,1.275500813,1.079297562,1.189436347,0.875503957,0.546091545,-0.485966667,-0.5769,-0.7528,-1.1904,-1.446966667,-0.376366667,-2.2647,-2.5818,-2.289033333,-2.032866667,-0.0435,-1.7127,-0.7504,-0.978866667,-0.505866667,-3.2836,-0.3907,0.847672774,0.572712173,0.317653712,0.158602962,-1.619561753,-0.382802331,0.996438273,0.136325897,0.955545688,0.089587896,0.35203976,0.033292973,0.150640222,0.271802595,0.389488986,0.611554891,0.59377181
2005.75,3,99,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,aus,aut,bel,can,deu,dnk,esp,fin,fra,gbr,grc,ita,jpn,nld,prt,swe,usa,-2.3782,37.27954933,81.91989378,35.561435,48.77023567,11.60404523,30.05148856,-54.93206881,43.2718701,23.74179729,82.67422609,91.97768279,82.293585,35.02553376,48.76908209,-5.987144792,45.720951,1.333401834,0.966149861,0.381620031,1.271659336,0.763432897,-0.786374621,0.790404568,1.249899633,0.600277195,0.959152799,1.448403794,0.363409958,0.382869119,0.712987703,-1.136423344,1.34586747,0.816099089,-1.402366667,-1.675833333,-1.7982,-2.2481,-2.3678,-0.454266667,-2.467433333,-2.564266667,-3.112333333,-2.702333333,-1.060366667,-2.555966667,-1.009466667,-2.089766667,-1.3478,-3.2341,-2.5035,0.602014007,0.890045347,0.327001362,0.37638174,-0.605229175,0.032985283,0.381386621,-0.207783038,-0.398768,0.394496934,0.185720182,-0.069111349,0.225620457,-0.209139616,0.433606363,-0.028998226,0.388891992
2006,4,100,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,aus,aut,bel,can,deu,dnk,esp,fin,fra,gbr,grc,ita,jpn,nld,prt,swe,usa,-3.228644,37.14677252,80.0312138,34.165208,49.29109137,10.34920147,28.29967905,-57.84067822,42.64367658,24.10748478,81.43374177,91.70101185,82.15351,34.31934157,49.98555306,-7.178045079,46.080406,0.555312299,1.003479578,0.821117864,0.915447554,0.338950581,0.492061037,1.188943922,0.372720063,0.752152665,1.300686307,1.436771841,0.327908553,0.182694214,0.650005695,0.170069318,0.494968264,0.553421629,-1.274633333,-1.305433333,-1.6331,-1.4191,-2.484466667,-0.49,-1.765966667,-2.5103,-3.0236,-2.4315,-1.079566667,-2.1949,-2.941533333,-2.177933333,-1.647533333,-3.1726,-1.912,0.32239907,0.318136179,0.001979707,0.207590948,-0.07306974,0.69641529,1.157927801,1.037364337,0.349608626,0.250957601,0.082389289,0.621916718,-0.140069535,-0.54167014,0.376586774,0.540763563,0.207273273
2006.25,1,101,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,aus,aut,bel,can,deu,dnk,esp,fin,fra,gbr,grc,ita,jpn,nld,prt,swe,usa,-4.053521,36.38822075,79.55161248,33.149642,48.86672482,8.23144324,26.72428286,-60.38272733,41.30850281,24.1825357,82.49908474,91.81785618,81.809081,33.47628439,49.50153096,-9.761748343,46.449401,0.239972076,0.784250433,0.799063819,0.86387057,1.097865479,0.836178306,0.948217589,2.133206921,0.676780649,0.380838652,1.094525071,0.577836776,0.434337807,0.819476407,1.129091345,1.391294736,1.213470637,-1.816866667,-2.049533333,-1.682533333,-1.6792,-2.807066667,-1.642,-2.416,-2.830433333,-3.240666667,-3.050333333,-1.114566667,-2.622966667,-2.1263,-1.891966667,-1.364633333,-3.2489,-1.6921,0.456173132,0.326715595,0.339344503,0.140727953,0.430612606,0.208667626,1.078647917,0.080187721,0.561350329,0.635704875,0.288125129,0.187801286,0.025048091,0.828140238,-0.209509449,0.050689236,0.349258825
2006.5,2,102,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,aus,aut,bel,can,deu,dnk,esp,fin,fra,gbr,grc,ita,jpn,nld,prt,swe,usa,-4.845107,35.24806899,78.96311173,32.019594,48.33255926,5.748792408,25.191136,-63.43619883,39.76680697,24.57204412,83.97173246,90.54643777,81.613811,32.69716631,49.1596002,-12.70016971,44.945604,0.247404837,0.739693926,0.390501319,0.040355257,1.493858596,2.598638106,1.115521983,0.724581625,1.1141141,0.346437959,1.838740171,0.613693494,0.400792658,1.55005719,0.380489365,1.36811498,0.310729803,-1.202966667,-0.410366667,-0.065466667,-1.3153,-1.898533333,-0.530666667,-1.884533333,-1.478333333,-2.4397,-1.3942,-0.2988,-1.917266667,-1.847,-0.7148,-0.204266667,-2.0717,-0.9152,0.660386078,0.762729122,0.426371924,0.564427164,0.186069899,-0.019277026,0.638371829,-0.116550117,0.004927352,0.428763133,0.061563718,0.198396647,-0.105173536,-0.161399889,0.305421643,0.30539569,0.362212731
2006.75,3,103,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,aus,aut,bel,can,deu,dnk,esp,fin,fra,gbr,grc,ita,jpn,nld,prt,swe,usa,-5.606884,33.94623118,77.53806602,31.149667,47.81326059,3.772771992,23.61317531,-65.80694146,38.70732822,24.73798702,85.69889012,90.8956548,81.460123,31.95620426,48.84634978,-15.4757608,44.374292,0.957103344,1.2422494,0.811840015,0.213639927,0.968331232,-0.825348027,0.891030924,0.965132354,0.026547588,0.248584855,1.037726898,0.602069683,-0.029548183,0.274406536,-0.078148916,1.421025358,0.087721703,-0.682266667,-0.234333333,-0.027733333,-0.6397,-2.327133333,-0.859633333,-2.251,-0.622566667,-3.133466667,-2.242166667,-0.273266667,-2.158533333,-1.844966667,-0.3445,-1.3044,-2.7101,-0.8594,1.014773907,1.018418402,-0.170731743,0.536860417,0.104973353,0.64276015,0.428675389,0.633774678,-0.244599427,0.254204145,0.492206727,-0.277619359,0.335906446,0.396080546,0.072277147,0.639089991,0.320094463
2007,4,104,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,aus,aut,bel,can,deu,dnk,esp,fin,fra,gbr,grc,ita,jpn,nld,prt,swe,usa,-6.331771,32.96985013,75.50731767,29.813009,46.93712225,1.927543673,21.94080732,-67.78822365,36.63724992,24.59322393,87.44354758,92.51220654,81.028406,30.97160733,49.18955799,-17.98858612,44.592601,1.733197139,1.382841137,0.940871117,0.409564317,1.304309219,0.30198792,0.953220442,1.123253632,0.811414702,0.766811115,0.399935937,1.14779284,1.271862636,0.69087565,0.876002222,0.345127187,0.780586673,-1.408733333,-0.569966667,0.367566667,-1.7747,-1.903033333,-1.3117,-1.5378,-1.6968,-2.3995,-2.297466667,-1.082566667,-1.7418,-0.169766667,-0.0386,-1.3991,-2.307,-1.4573,0.330826998,0.127499493,0.291320268,0.221295575,0.080666291,0.038451806,0.915456951,0.084119275,0.713214794,0.104024446,-0.06122449,0.04516917,0.169889072,0.893954242,0.230293068,0.161711697,0.533034271
2007.25,1,105,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,aus,aut,bel,can,deu,dnk,esp,fin,fra,gbr,grc,ita,jpn,nld,prt,swe,usa,-7.001665,32.12529829,74.78934224,29.489101,45.37668744,0.474417924,20.71519048,-67.83435735,36.82832084,24.99665724,85.28352042,91.32168912,80.802272,29.73831105,48.78389291,-18.66726257,45.104647,1.779002762,0.959126884,0.936692877,0.550345166,0.584528082,0.85438558,0.874009553,1.840429266,0.673474164,0.98062538,2.081517174,0.075714887,0.989510153,1.355221653,1.467160494,1.033261559,0.065903903,-1.352866667,-0.197133333,1.017233333,-1.2956,-1.7199,-0.761233333,-1.4256,-0.379733333,-2.301433333,-2.230933333,0.590166667,-1.327066667,0.098133333,0.560033333,-0.372233333,-2.0712,-1.126,0.60639882,0.518797857,0.276446134,0.889284336,0.096719593,0.269776038,0.803995704,0.022207192,0.429923993,-0.09417419,0.265468654,-0.337099223,-0.129694219,-0.028357456,0.294806289,0.574837673,0.437246461
2007.5,2,106,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,aus,aut,bel,can,deu,dnk,esp,fin,fra,gbr,grc,ita,jpn,nld,prt,swe,usa,-7.641795,31.32792973,73.85390563,27.725628,44.36918078,-1.090501488,19.83031916,-69.10020341,36.33199626,25.02090688,84.5813901,90.27815686,80.546622,29.28766312,48.61819471,-20.15482488,43.750798,0.828325639,0.487506703,0.264980496,0.843514647,0.574115964,-0.522177081,0.757825452,1.740693323,0.548496329,1.29227306,0.63271073,0.142767425,0.135358671,0.617104918,-0.028957858,0.483295634,0.769956749,-1.005833333,-0.765366667,0.3274,-0.9852,-1.545233333,0.160533333,-1.666733333,0.487266667,-1.138366667,-1.0884,-0.062633333,-1.3164,0.912,-1.6119,-1.3433,-2.2891,-1.6459,0.703953839,0.854060946,0.342736664,0.305504705,0.386504546,-0.686634643,0.592733466,0.456952638,-0.069763869,0.221030392,0.061099796,0.357054271,0.284701062,0.184318652,-0.279395843,0.065743135,-0.224749444
2007.75,3,107,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,aus,aut,bel,can,deu,dnk,esp,fin,fra,gbr,grc,ita,jpn,nld,prt,swe,usa,-7.727913,31.345511,73.20547576,27.089256,43.17491154,-2.412001812,18.22521205,-69.84863641,36.00594379,25.28201597,83.53455006,89.43787583,80.422837,28.59989029,48.78698352,-21.44328908,43.597276,0.760362836,0.386088259,0.712308879,0.625728903,0.832872191,0.839670193,0.781295284,0.483991966,0.363891797,1.237799663,0.753130852,0.350297799,-0.318003784,1.338894621,-0.118055708,0.624694661,0.673786342,0.2005,1.475266667,2.011566667,2.7692,0.516933333,1.8744,-1.1727,-1.160066667,-0.276433333,0.662233333,-0.9116,0.6135,2.4569,0.287133333,-0.2335,-0.8335,0.1628,0.778291084,0.594997533,-0.199226082,0.507432985,0.248655649,-0.292746369,0.58194399,0.57586916,-0.369278682,0.252975708,0.162833299,0.774660367,-0.244049207,0.498754283,0.558250828,0.649323708,0.233768275
2008,4,108,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,aus,aut,bel,can,deu,dnk,esp,fin,fra,gbr,grc,ita,jpn,nld,prt,swe,usa,-7.815041,30.7203427,72.07242137,26.999361,42.1355166,-3.735107045,17.40517026,-70.67896551,35.16812644,25.68067095,82.36294536,89.66334019,80.488199,27.27401129,49.02872714,-21.81664423,44.33435,0.553871663,1.009023986,0.530453194,0.290288496,0.352668202,0.980491182,0.660533957,1.358283361,0.246956784,0.111801147,0.068000726,-0.515444106,0.843364507,1.296652714,1.014042082,1.512836006,0.365425158,2.018333333,1.729733333,3.1083,5.5869,0.9994,3.840333333,0.401533333,-0.8056,0.8921,2.425133333,-0.571433333,2.260533333,2.021266667,1.741966667,1.904166667,0.1731,1.8809,0.785937695,-0.494434983,0.753947211,0.55361366,-0.088014882,-0.606361484,0.700907863,0.157510346,1.03235395,0.34615509,0.020321073,0.38942267,0.309551652,0.258500184,-0.060287002,0.353834738,0.374332833
2008.25,1,109,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,aus,aut,bel,can,deu,dnk,esp,fin,fra,gbr,grc,ita,jpn,nld,prt,swe,usa,-7.901311,31.52602743,72.11761547,27.781327,42.12074682,-3.967263398,17.85595939,-65.99659071,37.76098708,26.22957571,84.44508965,90.28336238,83.657275,26.78341007,50.18820136,-20.28501227,45.661487,1.053233923,0.985960885,0.69233613,0.00424727,0.996459486,-1.366190208,0.501619961,-0.180578326,0.417798065,0.148136816,0.072676241,0.516787423,0.661005062,0.571607513,-0.027985592,-1.235867487,-0.671507925,5.9294,5.5882,2.5064,8.0024,5.118466667,5.5949,1.049766667,-0.1514,1.7461,5.346566667,0.831566667,2.114766667,3.700833333,4.0048,4.355033333,0.8459,4.3797,0.550117349,0.436044996,0.326152127,0.565367655,-0.224232403,1.109883557,1.05090222,0.195862457,-0.156420402,0.354632794,0.101584722,0.380283509,-0.328505301,0.141009866,-0.217064657,0.251249418,0.149261937
2008.5,2,110,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,aus,aut,bel,can,deu,dnk,esp,fin,fra,gbr,grc,ita,jpn,nld,prt,swe,usa,-7.962109,32.48999521,71.54082127,26.849743,42.88129638,-4.876428367,19.1566712,-62.15019504,40.25150726,27.60008487,86.74179112,90.04998512,87.185757,26.89596303,50.39701092,-19.08764695,45.466376,0.266203036,-0.117477132,0.265907144,0.495388105,-0.384582471,1.461542077,-0.025066703,-0.554616648,-0.668643922,-0.903036259,0.527817248,-0.589839975,-1.189576989,-0.383158577,-0.224430056,-0.137421425,0.495454973,4.594066667,4.9655,4.3028,6.8411,5.064866667,2.2967,0.831233333,0.020233333,1.638,4.798866667,0.6433,3.710533333,2.4575,4.254933333,5.3403,1.399,2.9759,0.795588434,0.254102597,0.210277328,0.355596395,0.032104503,1.052269312,0.668971249,0.488457723,-0.48355906,0.260215883,0.142074285,0.723401317,0.239700375,0.077641085,0.381134535,0.417938579,0.164852347
2008.75,3,111,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,aus,aut,bel,can,deu,dnk,esp,fin,fra,gbr,grc,ita,jpn,nld,prt,swe,usa,-6.796948,33.77077309,71.95964353,27.007408,43.60823117,-5.448887897,20.39938514,-57.28498098,42.98372177,29.32788026,88.84233141,92.00494756,90.957614,26.96247233,52.25044175,-17.14166084,47.343267,0.680744397,-1.228148626,-0.462716378,0.663695323,-0.450402938,-1.815664248,-0.787484263,-0.26808368,-0.438352645,-1.442044605,0.298173358,-1.306281818,-0.989162789,0.010479608,-0.451562814,-0.089587744,-0.495016434,5.788433333,7.5799,6.423966667,9.7008,5.596466667,2.6167,0.707,0.8859,2.296966667,6.588333333,0.653233333,4.454033333,4.9756,8.2737,6.245133333,2.5439,5.1374,0.572096073,-0.055558039,0.69140222,0.182213801,0.280832065,0.293107009,0.472859772,-0.281138737,0.301703346,0.041654651,0.020267531,-0.28423969,-0.408508444,0.020250261,-0.108781065,-0.084321126,0.280069856
2009,4,112,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,aus,aut,bel,can,deu,dnk,esp,fin,fra,gbr,grc,ita,jpn,nld,prt,swe,usa,-5.725036,35.57435014,74.11420196,28.849848,45.22063776,-6.198481887,22.89472808,-53.10960793,46.17586906,31.42813801,92.34373813,94.84932494,95.281313,26.92421874,54.63432568,-15.08997761,50.278521,-0.673503506,-1.849249782,-2.101378995,-1.09475101,-1.975991727,-2.418065349,-1.073226415,-2.606441703,-1.577364267,-2.147403982,-0.723454006,-1.644326255,-3.29031525,-1.243092288,-1.104507928,-3.693431549,-2.151714322,9.758266667,10.79856667,14.5438,16.0565,11.82543333,11.7948,3.397333333,2.383833333,4.150466667,14.69783333,4.777666667,6.456166667,14.68643333,17.79106667,4.187566667,6.2003,14.9068,0.390195205,0.546188839,-0.063812763,0.353324129,0.032004321,0.669934596,0.725188601,0.484638963,0.29829569,0.349112805,0.344478217,-0.35376201,0.070030513,0.162206285,-0.298559398,0.245029625,0.105676113
2009.25,1,113,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,aus,aut,bel,can,deu,dnk,esp,fin,fra,gbr,grc,ita,jpn,nld,prt,swe,usa,-4.728113,37.19502073,77.19678219,30.447133,46.97811629,-5.944046333,25.21419488,-57.64788976,48.36183624,35.061448,94.66730678,97.65360016,98.63802,27.63383204,58.06436775,-17.48518182,53.838704,0.9861201,-1.545763203,-1.762736569,-2.246617972,-4.121303284,-2.216421005,-1.703156084,-6.340561853,-1.706623508,-2.467846601,-0.954366612,-3.501533841,-4.034578897,-2.083752295,-2.409836871,-2.608213909,-1.389403483,7.102733333,6.399966667,10.98016667,12.1272,10.08173333,9.692133333,3.5255,1.740233333,3.095266667,15.87893333,4.024733333,4.6108,14.32703333,13.06083333,2.2026,2.1673,15.6891,0.854829119,-0.022526916,0.218195048,-0.00747198,-0.199967207,-0.623831678,0.198855263,-0.864493723,0.303896016,0.213845712,0.060581583,-0.177341198,0.014996251,0.280114096,-0.504086791,-0.073329209,-0.273606438
2009.5,2,114,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,aus,aut,bel,can,deu,dnk,esp,fin,fra,gbr,grc,ita,jpn,nld,prt,swe,usa,-3.791333,38.78023305,78.05327832,31.040435,47.41667499,-6.017836414,28.62569723,-61.13373182,49.8660467,37.9164744,97.0612266,98.78432684,101.537754,28.51638713,60.28012773,-19.40494159,56.042323,0.058277612,-0.497871939,0.045206909,-0.904886465,0.24563245,-1.772527387,-1.052099765,-0.77617281,-0.03909448,-0.423626968,-0.941315497,-0.334039182,1.687078796,-1.432109766,0.335069519,0.229415848,-0.105760466,0.683766667,-0.479366667,3.558833333,3.2818,5.817466667,3.364366667,0.3242,-1.047233333,-0.241433333,8.729666667,2.0165,1.5341,2.103133333,5.015733333,-0.3082,-3.2342,5.8713,0.407582618,0.395223311,-0.176247581,0.210609615,-0.112207261,-0.456715602,-0.193458532,-0.316815383,0.415491951,-0.197464807,0.363269425,-0.213994217,-0.309875052,-0.549764594,0.038531825,0.216072227,0.222726507
2009.75,3,115,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,aus,aut,bel,can,deu,dnk,esp,fin,fra,gbr,grc,ita,jpn,nld,prt,swe,usa,-2.60409,39.78801368,77.76486435,33.51056,47.73058513,-5.528427168,31.36214605,-62.44510171,51.36365168,39.93423216,99.70273953,99.69985611,104.211318,29.2360061,61.72872828,-21.00123917,59.064467,0.700574111,0.662650248,1.05782711,0.524789502,0.744874901,0.379869562,-0.321459502,1.240984302,0.102835688,-0.004388696,-0.581053268,0.429987978,0.109532018,0.793468814,0.719336013,-0.07112989,0.317617313,-0.762133333,-2.865733333,0.716366667,3.3329,1.557933333,0.2664,-2.340533333,-1.849233333,-2.525133333,2.405266667,1.849466667,-0.731933333,2.308766667,1.9542,0.1748,-2.9781,2.873,0.185173061,0.205745716,0.229296034,0.129921408,0.056167857,0.232151077,-0.337358507,-0.367690665,-0.115782943,-0.022338524,0.482606073,0.230926702,0.105284267,-0.037169921,-0.277955584,-0.561390148,-0.282585125
2010,4,116,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,aus,aut,bel,can,deu,dnk,esp,fin,fra,gbr,grc,ita,jpn,nld,prt,swe,usa,-1.190432,40.23270466,78.35527688,34.601505,48.17670822,-4.527417671,34.28630999,-62.98150733,51.89804578,42.34750454,101.8207031,104.4879978,106.192742,29.6357306,64.55487119,-22.14591373,61.952268,0.84897431,0.548666033,0.741785329,1.262444552,1.031231615,-0.165728943,-0.094202061,-0.578837087,0.682338936,0.425173567,0.631762545,-0.119223886,1.783104542,0.409439163,-0.018434144,1.270365885,0.956084013,-0.3247,-2.5338,-1.907966667,0.9098,-1.798333333,-1.576066667,-2.688666667,-2.873333333,-3.7877,1.2047,0.8254,-2.893933333,0.398366667,-0.446333333,0.6784,-0.2558,-0.2768,0.367121659,-0.132334446,0.124656858,0.298393349,0.312750599,-1.307910532,-0.008095579,0.168650794,0.16582751,0.031919308,-0.020012007,-0.036123943,-0.41568638,0.295085202,0.178106116,0.561143536,-0.391033677
2010.25,1,117,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,aus,aut,bel,can,deu,dnk,esp,fin,fra,gbr,grc,ita,jpn,nld,prt,swe,usa,0.341769,41.86011749,79.17876987,34.197566,48.37218302,-3.710497188,35.34079058,-63.37141605,53.58413692,44.77076011,105.8048332,101.3313445,107.938434,30.53584955,65.06984847,-22.50851679,64.894535,0.498148882,-0.10533401,0.127462473,1.359721207,0.479017389,0.096483252,0.102444919,0.442582787,0.257024812,0.52607571,-1.964961496,0.884875016,1.397690661,0.548096782,1.029761682,2.513307088,0.395455358,-0.9739,-3.0882,-2.511633333,-0.1477,-1.774133333,-2.384566667,-2.5955,-3.224533333,-3.723866667,-2.7525,-0.801,-3.3101,-0.585066667,1.018066667,0.324266667,-2.3754,-2.8206,0.435401939,-0.444597894,0.526526836,0.125561903,0.159883283,0.326171093,0.136561415,-0.168105228,0.541943962,-0.060627333,0.400320256,0.173616878,0.115671394,0.011111033,0.209468507,0.190533339,0.066404665
2010.5,2,118,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,aus,aut,bel,can,deu,dnk,esp,fin,fra,gbr,grc,ita,jpn,nld,prt,swe,usa,1.909326,41.93197856,78.08390254,36.071183,47.77860144,-2.872633695,36.78756811,-63.70551046,54.83510303,47.12601583,108.4992103,101.5229784,109.795617,31.96161963,67.38168429,-23.29532929,66.503109,0.667282538,0.584924446,1.033177618,0.655178643,2.002871459,1.751661742,0.1947148,3.328349988,0.59241922,1.017843509,-1.335336069,0.585086717,0.977486719,0.330760129,0.614074892,2.088622772,0.961110312,-0.035833333,-1.227066667,-1.399666667,0.8643,2.621266667,-0.6847,-2.4869,-1.453133333,-0.541933333,0.921933333,2.2903,-0.484833333,2.016,2.698166667,1.503633333,-0.9546,-0.0302,0.380652215,0.06388126,0.440071081,0.53618271,-0.295314074,0.117694231,0.370350498,-0.181041754,-0.367037705,0.402298851,0.139553429,-0.050417812,-0.180840909,0.377350072,-0.135779679,0.353258823,0.258719153
